instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,jenis_penyewa
188,2011-01-09,Spring,2011,Jan,2,Not Holiday,Sunday,Holiday,Clear,0.1,0.0606,0.46,0.4627,0,11,11,Night Riders
189,2011-01-09,Spring,2011,Jan,3,Not Holiday,Sunday,Holiday,Clear,0.1,0.0758,0.46,0.4179,0,4,4,Night Riders
190,2011-01-09,Spring,2011,Jan,4,Not Holiday,Sunday,Holiday,Clear,0.08,0.0909,0.53,0.194,0,1,1,Night Riders
191,2011-01-09,Spring,2011,Jan,5,Not Holiday,Sunday,Holiday,Clear,0.08,0.0909,0.53,0.194,0,1,1,Morning Riders
192,2011-01-09,Spring,2011,Jan,6,Not Holiday,Sunday,Holiday,Clear,0.1,0.0909,0.49,0.2836,0,1,1,Morning Riders
193,2011-01-09,Spring,2011,Jan,7,Not Holiday,Sunday,Holiday,Clear,0.08,0.0909,0.53,0.194,1,5,6,Morning Riders
194,2011-01-09,Spring,2011,Jan,8,Not Holiday,Sunday,Holiday,Clear,0.1,0.0909,0.49,0.2836,0,10,10,Morning Riders
195,2011-01-09,Spring,2011,Jan,9,Not Holiday,Sunday,Holiday,Clear,0.12,0.0758,0.46,0.5224,0,19,19,Morning Riders
196,2011-01-09,Spring,2011,Jan,10,Not Holiday,Sunday,Holiday,Clear,0.14,0.1061,0.43,0.3881,0,49,49,Morning Riders
197,2011-01-09,Spring,2011,Jan,11,Not Holiday,Sunday,Holiday,Clear,0.16,0.1212,0.4,0.5224,2,47,49,Morning Riders
198,2011-01-09,Spring,2011,Jan,12,Not Holiday,Sunday,Holiday,Clear,0.18,0.1364,0.37,0.4478,4,79,83,Afternoon Riders
199,2011-01-09,Spring,2011,Jan,13,Not Holiday,Sunday,Holiday,Clear,0.2,0.1667,0.34,0.4478,6,69,75,Afternoon Riders
200,2011-01-09,Spring,2011,Jan,14,Not Holiday,Sunday,Holiday,Clear,0.22,0.1818,0.32,0.4627,8,64,72,Afternoon Riders
201,2011-01-09,Spring,2011,Jan,15,Not Holiday,Sunday,Holiday,Clear,0.22,0.197,0.35,0.3582,5,77,82,Afternoon Riders
202,2011-01-09,Spring,2011,Jan,16,Not Holiday,Sunday,Holiday,Clear,0.2,0.1667,0.34,0.4478,13,79,92,Afternoon Riders
203,2011-01-09,Spring,2011,Jan,17,Not Holiday,Sunday,Holiday,Clear,0.18,0.1515,0.37,0.3881,3,59,62,Afternoon Riders
204,2011-01-09,Spring,2011,Jan,18,Not Holiday,Sunday,Holiday,Clear,0.16,0.1364,0.4,0.3284,4,44,48,Evening Riders
205,2011-01-09,Spring,2011,Jan,19,Not Holiday,Sunday,Holiday,Clear,0.16,0.1364,0.43,0.3284,1,40,41,Evening Riders
206,2011-01-09,Spring,2011,Jan,20,Not Holiday,Sunday,Holiday,Clear,0.14,0.1212,0.46,0.2537,0,38,38,Evening Riders
207,2011-01-09,Spring,2011,Jan,21,Not Holiday,Sunday,Holiday,Clear,0.14,0.1061,0.46,0.4179,1,19,20,Evening Riders
208,2011-01-09,Spring,2011,Jan,22,Not Holiday,Sunday,Holiday,Clear,0.14,0.1212,0.46,0.2985,5,10,15,Evening Riders
209,2011-01-09,Spring,2011,Jan,23,Not Holiday,Sunday,Holiday,Clear,0.12,0.1364,0.5,0.194,0,6,6,Evening Riders
210,2011-01-10,Spring,2011,Jan,0,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2836,2,3,5,Night Riders
211,2011-01-10,Spring,2011,Jan,1,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2836,1,0,1,Night Riders
212,2011-01-10,Spring,2011,Jan,2,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2239,0,3,3,Night Riders
213,2011-01-10,Spring,2011,Jan,3,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Night Riders
214,2011-01-10,Spring,2011,Jan,4,Not Holiday,Monday,Working Day,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Night Riders
215,2011-01-10,Spring,2011,Jan,5,Not Holiday,Monday,Working Day,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Morning Riders
216,2011-01-10,Spring,2011,Jan,6,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Morning Riders
217,2011-01-10,Spring,2011,Jan,7,Not Holiday,Monday,Working Day,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Morning Riders
218,2011-01-10,Spring,2011,Jan,8,Not Holiday,Monday,Working Day,Mist,0.12,0.1212,0.5,0.2836,4,184,188,Morning Riders
219,2011-01-10,Spring,2011,Jan,9,Not Holiday,Monday,Working Day,Mist,0.14,0.1212,0.5,0.2537,2,92,94,Morning Riders
220,2011-01-10,Spring,2011,Jan,10,Not Holiday,Monday,Working Day,Mist,0.14,0.1212,0.5,0.2985,0,31,31,Morning Riders
221,2011-01-10,Spring,2011,Jan,11,Not Holiday,Monday,Working Day,Mist,0.16,0.1364,0.47,0.2836,2,28,30,Morning Riders
222,2011-01-10,Spring,2011,Jan,12,Not Holiday,Monday,Working Day,Mist,0.2,0.1818,0.4,0.2836,5,47,52,Afternoon Riders
223,2011-01-10,Spring,2011,Jan,13,Not Holiday,Monday,Working Day,Mist,0.2,0.1818,0.4,0.2836,4,50,54,Afternoon Riders
224,2011-01-10,Spring,2011,Jan,14,Not Holiday,Monday,Working Day,Mist,0.2,0.197,0.4,0.2239,0,47,47,Afternoon Riders
225,2011-01-10,Spring,2011,Jan,15,Not Holiday,Monday,Working Day,Mist,0.2,0.197,0.4,0.2239,2,43,45,Afternoon Riders
226,2011-01-10,Spring,2011,Jan,16,Not Holiday,Monday,Working Day,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Afternoon Riders
227,2011-01-10,Spring,2011,Jan,17,Not Holiday,Monday,Working Day,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Afternoon Riders
228,2011-01-10,Spring,2011,Jan,18,Not Holiday,Monday,Working Day,Clear,0.2,0.197,0.4,0.2239,1,154,155,Evening Riders
229,2011-01-10,Spring,2011,Jan,19,Not Holiday,Monday,Working Day,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Evening Riders
230,2011-01-10,Spring,2011,Jan,20,Not Holiday,Monday,Working Day,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Evening Riders
231,2011-01-10,Spring,2011,Jan,21,Not Holiday,Monday,Working Day,Clear,0.14,0.1364,0.59,0.194,1,37,38,Evening Riders
232,2011-01-10,Spring,2011,Jan,22,Not Holiday,Monday,Working Day,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Evening Riders
233,2011-01-10,Spring,2011,Jan,23,Not Holiday,Monday,Working Day,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Evening Riders
234,2011-01-11,Spring,2011,Jan,0,Not Holiday,Tuesday,Working Day,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Night Riders
235,2011-01-11,Spring,2011,Jan,1,Not Holiday,Tuesday,Working Day,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Night Riders
236,2011-01-11,Spring,2011,Jan,2,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1515,0.55,0.194,0,3,3,Night Riders
237,2011-01-11,Spring,2011,Jan,5,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1818,0.55,0.1343,0,6,6,Morning Riders
238,2011-01-11,Spring,2011,Jan,6,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1818,0.55,0.1343,0,27,27,Morning Riders
239,2011-01-11,Spring,2011,Jan,7,Not Holiday,Tuesday,Working Day,Mist,0.16,0.2273,0.55,0.0,2,97,99,Morning Riders
240,2011-01-11,Spring,2011,Jan,8,Not Holiday,Tuesday,Working Day,Mist,0.18,0.2121,0.51,0.0896,3,214,217,Morning Riders
241,2011-01-11,Spring,2011,Jan,9,Not Holiday,Tuesday,Working Day,Mist,0.18,0.197,0.51,0.1642,3,127,130,Morning Riders
242,2011-01-11,Spring,2011,Jan,10,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2121,0.51,0.1642,3,51,54,Morning Riders
243,2011-01-11,Spring,2011,Jan,11,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2121,0.47,0.1343,4,31,35,Morning Riders
244,2011-01-11,Spring,2011,Jan,12,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2273,0.51,0.1045,2,55,57,Afternoon Riders
245,2011-01-11,Spring,2011,Jan,13,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2273,0.59,0.0896,6,46,52,Afternoon Riders
246,2011-01-11,Spring,2011,Jan,14,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2273,0.59,0.0896,3,60,63,Afternoon Riders
247,2011-01-11,Spring,2011,Jan,15,Not Holiday,Tuesday,Working Day,Mist,0.16,0.197,0.8,0.0896,2,45,47,Afternoon Riders
248,2011-01-11,Spring,2011,Jan,16,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1515,0.86,0.2239,4,72,76,Afternoon Riders
249,2011-01-11,Spring,2011,Jan,17,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1515,0.86,0.2239,6,130,136,Afternoon Riders
250,2011-01-11,Spring,2011,Jan,18,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.1818,0.93,0.1045,1,94,95,Evening Riders
251,2011-01-11,Spring,2011,Jan,19,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.2273,0.93,0.0,0,51,51,Evening Riders
252,2011-01-11,Spring,2011,Jan,20,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.1515,0.93,0.194,0,32,32,Evening Riders
253,2011-01-11,Spring,2011,Jan,21,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.197,0.86,0.0896,0,20,20,Evening Riders
254,2011-01-11,Spring,2011,Jan,22,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.1818,0.93,0.1045,1,28,29,Evening Riders
255,2011-01-11,Spring,2011,Jan,23,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.197,0.93,0.0896,1,18,19,Evening Riders
256,2011-01-12,Spring,2011,Jan,0,Not Holiday,Wednesday,Working Day,Mist,0.16,0.197,0.86,0.0896,0,7,7,Night Riders
257,2011-01-12,Spring,2011,Jan,1,Not Holiday,Wednesday,Working Day,Mist,0.16,0.1818,0.86,0.1045,0,6,6,Night Riders
258,2011-01-12,Spring,2011,Jan,2,Not Holiday,Wednesday,Working Day,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Night Riders
259,2011-01-12,Spring,2011,Jan,5,Not Holiday,Wednesday,Working Day,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Morning Riders
260,2011-01-12,Spring,2011,Jan,6,Not Holiday,Wednesday,Working Day,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Morning Riders
261,2011-01-12,Spring,2011,Jan,7,Not Holiday,Wednesday,Working Day,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Morning Riders
262,2011-01-12,Spring,2011,Jan,8,Not Holiday,Wednesday,Working Day,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Morning Riders
263,2011-01-12,Spring,2011,Jan,9,Not Holiday,Wednesday,Working Day,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Morning Riders
264,2011-01-12,Spring,2011,Jan,10,Not Holiday,Wednesday,Working Day,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Morning Riders
265,2011-01-12,Spring,2011,Jan,11,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Morning Riders
266,2011-01-12,Spring,2011,Jan,12,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Afternoon Riders
267,2011-01-12,Spring,2011,Jan,13,Not Holiday,Wednesday,Working Day,Clear,0.22,0.197,0.44,0.3582,0,49,49,Afternoon Riders
268,2011-01-12,Spring,2011,Jan,14,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Afternoon Riders
269,2011-01-12,Spring,2011,Jan,15,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Afternoon Riders
270,2011-01-12,Spring,2011,Jan,16,Not Holiday,Wednesday,Working Day,Clear,0.22,0.197,0.44,0.3284,5,63,68,Afternoon Riders
271,2011-01-12,Spring,2011,Jan,17,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Afternoon Riders
272,2011-01-12,Spring,2011,Jan,18,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Evening Riders
273,2011-01-12,Spring,2011,Jan,19,Not Holiday,Wednesday,Working Day,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Evening Riders
274,2011-01-12,Spring,2011,Jan,20,Not Holiday,Wednesday,Working Day,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Evening Riders
275,2011-01-12,Spring,2011,Jan,21,Not Holiday,Wednesday,Working Day,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Evening Riders
276,2011-01-12,Spring,2011,Jan,22,Not Holiday,Wednesday,Working Day,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Evening Riders
277,2011-01-12,Spring,2011,Jan,23,Not Holiday,Wednesday,Working Day,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Evening Riders
278,2011-01-13,Spring,2011,Jan,0,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Night Riders
279,2011-01-13,Spring,2011,Jan,1,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Night Riders
280,2011-01-13,Spring,2011,Jan,2,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Night Riders
281,2011-01-13,Spring,2011,Jan,3,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Night Riders
282,2011-01-13,Spring,2011,Jan,4,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Night Riders
283,2011-01-13,Spring,2011,Jan,5,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Morning Riders
284,2011-01-13,Spring,2011,Jan,6,Not Holiday,Thursday,Working Day,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Morning Riders
285,2011-01-13,Spring,2011,Jan,7,Not Holiday,Thursday,Working Day,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Morning Riders
286,2011-01-13,Spring,2011,Jan,8,Not Holiday,Thursday,Working Day,Clear,0.14,0.1364,0.5,0.194,5,197,202,Morning Riders
287,2011-01-13,Spring,2011,Jan,9,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Morning Riders
288,2011-01-13,Spring,2011,Jan,10,Not Holiday,Thursday,Working Day,Mist,0.16,0.1364,0.5,0.3582,2,36,38,Morning Riders
289,2011-01-13,Spring,2011,Jan,11,Not Holiday,Thursday,Working Day,Mist,0.2,0.1667,0.44,0.4478,4,33,37,Morning Riders
290,2011-01-13,Spring,2011,Jan,12,Not Holiday,Thursday,Working Day,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Afternoon Riders
291,2011-01-13,Spring,2011,Jan,13,Not Holiday,Thursday,Working Day,Clear,0.22,0.197,0.41,0.4478,2,81,83,Afternoon Riders
292,2011-01-13,Spring,2011,Jan,14,Not Holiday,Thursday,Working Day,Clear,0.22,0.197,0.41,0.3881,3,39,42,Afternoon Riders
293,2011-01-13,Spring,2011,Jan,15,Not Holiday,Thursday,Working Day,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Afternoon Riders
294,2011-01-13,Spring,2011,Jan,16,Not Holiday,Thursday,Working Day,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Afternoon Riders
295,2011-01-13,Spring,2011,Jan,17,Not Holiday,Thursday,Working Day,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Afternoon Riders
296,2011-01-13,Spring,2011,Jan,18,Not Holiday,Thursday,Working Day,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Evening Riders
297,2011-01-13,Spring,2011,Jan,19,Not Holiday,Thursday,Working Day,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Evening Riders
298,2011-01-13,Spring,2011,Jan,20,Not Holiday,Thursday,Working Day,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Evening Riders
299,2011-01-13,Spring,2011,Jan,21,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Evening Riders
300,2011-01-13,Spring,2011,Jan,22,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Evening Riders
301,2011-01-13,Spring,2011,Jan,23,Not Holiday,Thursday,Working Day,Clear,0.12,0.1364,0.5,0.194,1,14,15,Evening Riders
302,2011-01-14,Spring,2011,Jan,0,Not Holiday,Friday,Working Day,Clear,0.12,0.1364,0.5,0.194,0,14,14,Night Riders
303,2011-01-14,Spring,2011,Jan,1,Not Holiday,Friday,Working Day,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Night Riders
304,2011-01-14,Spring,2011,Jan,2,Not Holiday,Friday,Working Day,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Night Riders
305,2011-01-14,Spring,2011,Jan,3,Not Holiday,Friday,Working Day,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Night Riders
306,2011-01-14,Spring,2011,Jan,5,Not Holiday,Friday,Working Day,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Morning Riders
307,2011-01-14,Spring,2011,Jan,6,Not Holiday,Friday,Working Day,Clear,0.1,0.1818,0.54,0.0,0,17,17,Morning Riders
308,2011-01-14,Spring,2011,Jan,7,Not Holiday,Friday,Working Day,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Morning Riders
309,2011-01-14,Spring,2011,Jan,8,Not Holiday,Friday,Working Day,Clear,0.12,0.1667,0.68,0.0,2,156,158,Morning Riders
310,2011-01-14,Spring,2011,Jan,9,Not Holiday,Friday,Working Day,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Morning Riders
311,2011-01-14,Spring,2011,Jan,10,Not Holiday,Friday,Working Day,Clear,0.18,0.1818,0.55,0.194,4,40,44,Morning Riders
312,2011-01-14,Spring,2011,Jan,11,Not Holiday,Friday,Working Day,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Morning Riders
313,2011-01-14,Spring,2011,Jan,12,Not Holiday,Friday,Working Day,Clear,0.2,0.197,0.44,0.2537,2,59,61,Afternoon Riders
314,2011-01-14,Spring,2011,Jan,13,Not Holiday,Friday,Working Day,Clear,0.22,0.197,0.37,0.3881,4,73,77,Afternoon Riders
315,2011-01-14,Spring,2011,Jan,14,Not Holiday,Friday,Working Day,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Afternoon Riders
316,2011-01-14,Spring,2011,Jan,15,Not Holiday,Friday,Working Day,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Afternoon Riders
317,2011-01-14,Spring,2011,Jan,16,Not Holiday,Friday,Working Day,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Afternoon Riders
318,2011-01-14,Spring,2011,Jan,17,Not Holiday,Friday,Working Day,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Afternoon Riders
319,2011-01-14,Spring,2011,Jan,18,Not Holiday,Friday,Working Day,Clear,0.2,0.2576,0.47,0.0,5,134,139,Evening Riders
320,2011-01-14,Spring,2011,Jan,19,Not Holiday,Friday,Working Day,Clear,0.16,0.197,0.59,0.0896,3,89,92,Evening Riders
321,2011-01-14,Spring,2011,Jan,20,Not Holiday,Friday,Working Day,Clear,0.18,0.2424,0.59,0.0,0,68,68,Evening Riders
322,2011-01-14,Spring,2011,Jan,21,Not Holiday,Friday,Working Day,Clear,0.16,0.2273,0.69,0.0,4,48,52,Evening Riders
323,2011-01-14,Spring,2011,Jan,22,Not Holiday,Friday,Working Day,Mist,0.16,0.2273,0.69,0.0,2,34,36,Evening Riders
324,2011-01-14,Spring,2011,Jan,23,Not Holiday,Friday,Working Day,Mist,0.18,0.2424,0.55,0.0,1,26,27,Evening Riders
325,2011-01-15,Spring,2011,Jan,0,Not Holiday,Saturday,Holiday,Clear,0.18,0.2424,0.55,0.0,3,25,28,Night Riders
326,2011-01-15,Spring,2011,Jan,1,Not Holiday,Saturday,Holiday,Mist,0.16,0.197,0.59,0.0896,2,18,20,Night Riders
327,2011-01-15,Spring,2011,Jan,2,Not Holiday,Saturday,Holiday,Mist,0.16,0.197,0.59,0.0896,0,12,12,Night Riders
328,2011-01-15,Spring,2011,Jan,3,Not Holiday,Saturday,Holiday,Mist,0.16,0.2273,0.59,0.0,1,7,8,Night Riders
329,2011-01-15,Spring,2011,Jan,4,Not Holiday,Saturday,Holiday,Mist,0.16,0.2273,0.59,0.0,0,5,5,Night Riders
330,2011-01-15,Spring,2011,Jan,5,Not Holiday,Saturday,Holiday,Clear,0.16,0.2273,0.59,0.0,0,1,1,Morning Riders
331,2011-01-15,Spring,2011,Jan,6,Not Holiday,Saturday,Holiday,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Morning Riders
332,2011-01-15,Spring,2011,Jan,7,Not Holiday,Saturday,Holiday,Clear,0.14,0.2121,0.63,0.0,1,9,10,Morning Riders
333,2011-01-15,Spring,2011,Jan,8,Not Holiday,Saturday,Holiday,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Morning Riders
334,2011-01-15,Spring,2011,Jan,9,Not Holiday,Saturday,Holiday,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Morning Riders
335,2011-01-15,Spring,2011,Jan,10,Not Holiday,Saturday,Holiday,Clear,0.18,0.197,0.59,0.1642,2,57,59,Morning Riders
336,2011-01-15,Spring,2011,Jan,11,Not Holiday,Saturday,Holiday,Clear,0.2,0.197,0.55,0.2239,18,54,72,Morning Riders
337,2011-01-15,Spring,2011,Jan,12,Not Holiday,Saturday,Holiday,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Afternoon Riders
338,2011-01-15,Spring,2011,Jan,13,Not Holiday,Saturday,Holiday,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Afternoon Riders
339,2011-01-15,Spring,2011,Jan,14,Not Holiday,Saturday,Holiday,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Afternoon Riders
340,2011-01-15,Spring,2011,Jan,15,Not Holiday,Saturday,Holiday,Mist,0.32,0.3182,0.36,0.194,21,108,129,Afternoon Riders
341,2011-01-15,Spring,2011,Jan,16,Not Holiday,Saturday,Holiday,Mist,0.34,0.3333,0.34,0.194,33,95,128,Afternoon Riders
342,2011-01-15,Spring,2011,Jan,17,Not Holiday,Saturday,Holiday,Mist,0.32,0.303,0.36,0.2836,29,54,83,Afternoon Riders
343,2011-01-15,Spring,2011,Jan,18,Not Holiday,Saturday,Holiday,Mist,0.3,0.2879,0.45,0.2537,15,69,84,Evening Riders
344,2011-01-15,Spring,2011,Jan,19,Not Holiday,Saturday,Holiday,Mist,0.32,0.303,0.39,0.2537,14,60,74,Evening Riders
345,2011-01-15,Spring,2011,Jan,20,Not Holiday,Saturday,Holiday,Mist,0.32,0.303,0.39,0.2537,6,35,41,Evening Riders
346,2011-01-15,Spring,2011,Jan,21,Not Holiday,Saturday,Holiday,Mist,0.32,0.303,0.39,0.2239,6,51,57,Evening Riders
347,2011-01-15,Spring,2011,Jan,22,Not Holiday,Saturday,Holiday,Mist,0.3,0.3182,0.42,0.1045,0,26,26,Evening Riders
348,2011-01-15,Spring,2011,Jan,23,Not Holiday,Saturday,Holiday,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Evening Riders
349,2011-01-16,Spring,2011,Jan,0,Not Holiday,Sunday,Holiday,Clear,0.26,0.303,0.56,0.0,6,33,39,Night Riders
350,2011-01-16,Spring,2011,Jan,1,Not Holiday,Sunday,Holiday,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Night Riders
351,2011-01-16,Spring,2011,Jan,2,Not Holiday,Sunday,Holiday,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Night Riders
352,2011-01-16,Spring,2011,Jan,3,Not Holiday,Sunday,Holiday,Clear,0.22,0.2727,0.69,0.0,9,6,15,Night Riders
353,2011-01-16,Spring,2011,Jan,4,Not Holiday,Sunday,Holiday,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Night Riders
354,2011-01-16,Spring,2011,Jan,5,Not Holiday,Sunday,Holiday,Mist,0.26,0.2576,0.56,0.1642,1,1,2,Morning Riders
355,2011-01-16,Spring,2011,Jan,6,Not Holiday,Sunday,Holiday,Mist,0.26,0.2576,0.56,0.1642,0,1,1,Morning Riders
356,2011-01-16,Spring,2011,Jan,7,Not Holiday,Sunday,Holiday,Mist,0.24,0.2121,0.56,0.2985,0,3,3,Morning Riders
357,2011-01-16,Spring,2011,Jan,8,Not Holiday,Sunday,Holiday,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Morning Riders
358,2011-01-16,Spring,2011,Jan,9,Not Holiday,Sunday,Holiday,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Morning Riders
359,2011-01-16,Spring,2011,Jan,10,Not Holiday,Sunday,Holiday,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Morning Riders
360,2011-01-16,Spring,2011,Jan,11,Not Holiday,Sunday,Holiday,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Morning Riders
361,2011-01-16,Spring,2011,Jan,12,Not Holiday,Sunday,Holiday,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Afternoon Riders
362,2011-01-16,Spring,2011,Jan,13,Not Holiday,Sunday,Holiday,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Afternoon Riders
363,2011-01-16,Spring,2011,Jan,14,Not Holiday,Sunday,Holiday,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Afternoon Riders
364,2011-01-16,Spring,2011,Jan,15,Not Holiday,Sunday,Holiday,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Afternoon Riders
365,2011-01-16,Spring,2011,Jan,16,Not Holiday,Sunday,Holiday,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Afternoon Riders
366,2011-01-16,Spring,2011,Jan,17,Not Holiday,Sunday,Holiday,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Afternoon Riders
367,2011-01-16,Spring,2011,Jan,18,Not Holiday,Sunday,Holiday,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Evening Riders
368,2011-01-16,Spring,2011,Jan,19,Not Holiday,Sunday,Holiday,Clear,0.18,0.197,0.47,0.1343,14,47,61,Evening Riders
369,2011-01-16,Spring,2011,Jan,20,Not Holiday,Sunday,Holiday,Clear,0.18,0.197,0.47,0.1642,7,50,57,Evening Riders
370,2011-01-16,Spring,2011,Jan,21,Not Holiday,Sunday,Holiday,Clear,0.18,0.197,0.51,0.1642,6,22,28,Evening Riders
371,2011-01-16,Spring,2011,Jan,22,Not Holiday,Sunday,Holiday,Mist,0.2,0.2121,0.49,0.1343,2,19,21,Evening Riders
372,2011-01-16,Spring,2011,Jan,23,Not Holiday,Sunday,Holiday,Mist,0.2,0.2273,0.4,0.1045,0,18,18,Evening Riders
373,2011-01-17,Spring,2011,Jan,0,Holiday,Monday,Holiday,Mist,0.2,0.197,0.47,0.2239,1,16,17,Night Riders
374,2011-01-17,Spring,2011,Jan,1,Holiday,Monday,Holiday,Mist,0.2,0.197,0.44,0.194,1,15,16,Night Riders
375,2011-01-17,Spring,2011,Jan,2,Holiday,Monday,Holiday,Mist,0.18,0.1667,0.43,0.2537,0,8,8,Night Riders
